name1,name2,is_match,cosine_sim,sbert_sim,jaro_sim,levenshtein,first_letter_match,len_diff,soundex_match,metaphone_match,token_set_ratio,lcs,jaccard,ngram_overlap,predicted_match
shivakumar,sivakumar d,1,0.684574258,0.7390097,0.915454545,3,1,1,1,0,0.86,8,0,0.545454545,1
balu srinivasan,srinivasan b,1,0.771018109,0.7639033,0.762121212,7,0,3,0,0,0.91,10,0.333333333,0.533333333,1
sethuraaman,sethuraman dr,1,0.657027897,0.6688998,0.915664336,4,1,2,1,0,0.83,7,0,0.538461538,1
surendiran,surendhiran r,1,0.578577722,0.6792942,0.953846154,3,1,3,1,0,0.87,6,0,0.461538462,1
thiyagarajan,thiayagarajan s,1,0.600147258,0.8846219,0.875555556,3,1,3,1,0,0.89,9,0,0.533333333,1
vijay bodh,vijay b,1,0.60244977,0.7889374,0.94,3,1,3,0,0,0.83,7,0.333333333,0.625,1
ashok elangovan,elangovan a,1,0.85660165,0.6935536,0.75959596,8,0,4,0,0,0.9,9,0.333333333,0.466666667,1
harishanth,harisanth dr,1,0.577955711,0.6800462,0.885555556,4,1,2,1,0,0.82,5,0,0.384615385,1
jaghadeesan,jagadeesan s,1,0.645248447,0.68427217,0.93989899,3,1,1,1,0,0.87,7,0,0.461538462,1
ram janardhanan,janardhanan d r,1,0.907228169,0.73919797,0.755555556,8,0,0,0,0,0.87,11,0.25,0.5,0
raju jayalakshmi,jayalakshmi r,1,0.871822131,0.76574045,0.752136752,7,0,3,0,0,0.92,11,0.333333333,0.5625,1
sathiyan,sathyan k,1,0.464584399,0.61592895,0.930555556,3,1,1,0,0,0.82,4,0,0.3,1
karthikeyan raju,karthikeyan r,1,0.871629277,0.7502203,0.9625,3,1,3,1,0,0.92,13,0.333333333,0.785714286,1
karthikeyan napa,karthikeyan n,1,0.80956469,0.8472338,0.9625,3,1,3,1,0,0.92,13,0.333333333,0.785714286,1
kala krishnan,k krishanan,1,0.532979515,0.54725885,0.872027972,4,1,2,0,0,0.83,6,0,0.333333333,1
lata srinivasan,l srinivasan,1,0.805086123,0.90004194,0.815,3,1,3,0,0,0.91,11,0.333333333,0.642857143,1
maya chandrasekaran,chandrasekaran m,1,0.851583613,0.72107756,0.727756892,7,0,3,0,0,0.93,14,0.333333333,0.631578947,1
mohan prem kumar,mohan p,1,0.552535061,0.76913357,0.8875,9,1,9,0,0,0.83,7,0.25,0.357142857,1
kripa mohan,mohan k,1,0.574450943,0.8490579,0.489177489,8,0,4,0,0,0.83,5,0.333333333,0.272727273,1
monna ulhas pandurangi,mona pandurangi,1,0.654212685,0.6208946,0.847979798,7,1,7,0,0,0.81,11,0.25,0.5,1
murallitharan,muralitharan r,1,0.754805418,0.7112246,0.956043956,3,1,1,1,0,0.89,8,0,0.642857143,1
muthukkumaran,muthukumaran p,1,0.689710838,0.6216247,0.956043956,3,1,1,1,0,0.89,7,0,0.642857143,1
manickavasagam,manikavasagam dr,1,0.631938856,0.62283945,0.948214286,4,1,2,1,0,0.87,9,0,0.529411765,1
padmavathi,padmavathy v,1,0.839859088,0.8255071,0.93,3,1,2,1,0,0.82,9,0,0.636363636,1
sesu paramasivam,paramasivam s,1,0.776590341,0.7470736,0.809294872,7,0,3,0,0,0.92,11,0.333333333,0.5625,1
vinu priya,priya v,1,0.644435944,0.73010236,0.495238095,7,0,3,0,0,0.83,5,0.333333333,0.3,1
rajasekhar,rajasekar p,1,0.683747034,0.7578524,0.943636364,3,1,1,1,0,0.86,7,0,0.416666667,1
prema ramachandran,ramachandran p,1,0.776421865,0.86724645,0.755392755,8,0,4,0,0,0.92,12,0.333333333,0.555555556,1
sri ram,ram s,1,0.575837163,0.7124898,0.561904762,6,0,2,0,0,0.83,3,0.333333333,0.142857143,1
kala natarajan,k natarajan,1,0.826694781,0.8128761,0.853896104,3,1,3,0,0,0.9,10,0.333333333,0.615384615,1
sonali ramesh,ramesh s,1,0.597837213,0.67034256,0.519230769,9,0,5,0,0,0.86,6,0.333333333,0.307692308,1
salgunan nair,salgunan n,1,0.832736688,0.7522717,0.953846154,3,1,3,1,0,0.89,10,0.333333333,0.727272727,1
sathyamoorthy,sathiyamoorthy pn,1,0.768231477,0.5447639,0.952941176,4,1,4,1,0,0.87,9,0,0.5625,1
kannan srinivasan,srinivasan k n,1,0.779288161,0.8115965,0.68767507,11,0,3,0,0,0.84,10,0.25,0.5,1
vasuki sellamuthu,v sellamuthu,1,0.763372353,0.81385577,0.786764706,5,1,5,0,0,0.91,11,0.333333333,0.5625,1
malliga sivaraja,mallika sivaraj s,1,0.592355513,0.74948835,0.939705882,3,1,1,1,0,0.85,9,0,0.526315789,1
sunil kumar murugesan,murugesan s,1,0.787790666,0.55407906,0.637806638,14,0,10,0,0,0.9,9,0.25,0.333333333,1
navaneetha krishnan,navaneettha krishnan p s,1,0.803124208,0.9101187,0.958333333,5,1,5,1,0,0.88,12,0.2,0.695652174,1
srinivaasan,srinivasan h,1,0.668855432,0.7314267,0.928484848,3,1,1,1,0,0.87,7,0,0.583333333,1
suresh kanna,suresh k,1,0.682336395,0.58807874,0.933333333,4,1,4,1,0,0.86,8,0.333333333,0.6,1
kannan suresh,suresh kanna s,1,0.856557384,0.79753494,0.518925519,13,0,1,0,0,0.89,6,0.25,0.4375,1
thilakavathy,thilakavathi g,1,0.863524115,0.8366972,0.94047619,3,1,2,1,0,0.85,11,0,0.75,1
sindhu thirumalaisamy,thirumalaisamy s g,1,0.847417455,0.5720724,0.715873016,11,0,3,0,0,0.88,14,0.25,0.52173913,1
ubaidur rehman h,ubaidur rahman,1,0.781510845,0.69815785,0.93282967,3,1,2,1,0,0.87,9,0.25,0.529411765,1
kumaran varatharajan,varatharajan k,1,0.863837991,0.8562921,0.731318681,10,0,6,0,0,0.92,12,0.333333333,0.588235294,1
praba raman,rama prabha,1,0.502635288,0.70993006,0.757575758,6,0,0,0,0,0.91,4,0,0.285714286,1
shanmugham,p shanmugam,1,0.590893673,0.6563769,0.906060606,3,0,1,0,0,0.86,7,0,0.416666667,1
veerasivam namasivayam,veerasivam n v,1,0.745513459,0.68925166,0.903896104,9,1,8,1,0,0.83,12,0.25,0.526315789,1
venkat narayanaa,vengat narayanan,1,0.511145508,0.8375539,0.941666667,2,1,0,1,0,0.88,11,0,0.555555556,1
veena vijayaraj,vijayaraj v,1,0.791850209,0.7918275,0.783636364,8,1,4,0,0,0.9,9,0.333333333,0.466666667,1
rama viswanathan,viswanathan r,1,0.885257174,0.80834293,0.724358974,7,0,3,0,0,0.92,11,0.333333333,0.5625,1
senthil velan,senthil v,1,0.735823547,0.6856405,0.938461538,4,1,4,1,0,0.88,9,0.333333333,0.636363636,1
ram niranjan,niranjana r,1,0.774524765,0.6916058,0.780808081,7,0,1,0,0,0.87,8,0,0.461538462,1
alagu karthikeyan,karthikeyan a g,1,0.7557931,0.78918195,0.723278029,10,0,2,0,0,0.88,11,0.25,0.473684211,1
aanand,a anand,1,0.550047779,0.4501813,0.957142857,1,1,1,1,0,0.92,5,0,0.5,1
arun pandiyan,a pandiyan,1,0.82828285,0.6957842,0.810769231,3,1,3,0,0,0.89,9,0.333333333,0.583333333,1
ami aravind,aravind m a,1,0.802266797,0.741107,0.757575758,8,1,0,0,0,0.91,7,0.25,0.384615385,1
raj kumar manoharan,r manoharan,1,0.81531324,0.6274771,0.764593301,8,1,8,0,0,0.9,11,0.25,0.529411765,1
balamurugan rajaram,balamurugan r,1,0.814182525,0.78138626,0.936842105,6,1,6,1,0,0.92,13,0.333333333,0.647058824,1
sathyamurthy,satyamurthy s,1,0.724205584,0.66108996,0.94465812,3,1,1,1,0,0.88,8,0,0.538461538,1
nischintha,nichintha s,1,0.521279441,0.46074608,0.924848485,3,1,1,1,0,0.86,7,0,0.416666667,1
balachandiran,balachandran x,1,0.685900957,0.7263314,0.956043956,3,1,1,1,0,0.89,9,0,0.533333333,1
bharathan,barathan m,1,0.635690096,0.25849247,0.831666667,3,1,1,1,0,0.84,7,0,0.5,1
suja bharathi,bharathi s,1,0.726699672,0.8242713,0.715954416,7,0,3,0,0,0.89,8,0.333333333,0.461538462,1
buvaneshwari,bhuvaneshwari c k,1,0.664146538,0.80007374,0.836764706,5,1,5,1,0,0.83,11,0,0.5625,1
raj sridhar,sridhar r,1,0.868828889,0.8856735,0.791245791,6,0,2,0,0,0.9,7,0.333333333,0.454545455,1
ramesh gopi,g ramesh,1,0.6215695,0.71036255,0.765151515,7,0,3,0,0,0.86,6,0.333333333,0.363636364,1
vijayabhasker,c vijayabhaskar,1,0.74084892,0.8245821,0.907692308,3,0,2,0,0,0.86,11,0,0.6,1
chandrashekar,chandrasekar k,1,0.650565764,0.78551567,0.956043956,3,1,1,1,0,0.89,8,0,0.533333333,1
shyam chandrasekar,chandrasekar p s,1,0.77322173,0.81039184,0.741402116,10,0,2,0,0,0.86,12,0.25,0.5,1
raveendranath,rabeendranath cp,1,0.555560782,0.57069635,0.912820513,4,1,3,1,0,0.83,10,0,0.470588235,1
moorthy rita,moorthy r,1,0.814504997,0.6598499,0.95,3,1,3,1,0,0.88,9,0.333333333,0.7,1
damodharan,dhamodharan g,1,0.704440545,0.48644942,0.870769231,3,1,3,1,0,0.87,9,0,0.636363636,1
kaniyappan,kanniyappan n,1,0.769625698,0.87554973,0.946153846,3,1,3,1,0,0.87,8,0,0.583333333,1
shakthivel,sakthivel m,1,0.793708506,0.6224064,0.848787879,3,1,1,1,0,0.86,8,0,0.545454545,1
basheer ahamed,bhasheer ahmed,1,0.588094936,0.27917042,0.864835165,2,1,0,1,0,0.93,9,0,0.5,1
bakthavathasalam subbiah,bakthavathsalam s,1,0.631071742,0.74208856,0.918137255,7,1,7,1,0,0.83,10,0,0.565217391,1
bhavani sree,bhavana shree,1,0.589285026,0.79438436,0.952564103,2,1,1,1,0,0.88,6,0,0.3125,1
deenadayal,dheenadayal d,1,0.765019448,0.3619219,0.930769231,3,1,3,1,0,0.87,9,0,0.583333333,1
parthasarathi,parthasarathy k,1,0.837530915,0.8267175,0.944615385,3,1,2,1,0,0.86,12,0,0.714285714,1
sai priya,priya s,1,0.762693574,0.7742771,0.476190476,6,0,2,0,0,0.88,5,0.333333333,0.333333333,1
sahana raman,sahaana raman vh,1,0.594131928,0.87123775,0.9,4,1,4,1,0,0.86,9,0.25,0.6,1
saranya ravi,saranya r,1,0.820979334,0.8315395,0.95,3,1,3,1,0,0.88,9,0.333333333,0.7,1
saraniya,saranya v,1,0.402262385,0.69049823,0.930555556,3,1,1,0,0,0.82,5,0,0.3,1
varun kumar s,varun k,1,0.81368465,0.71691,0.907692308,6,1,6,1,0,0.83,7,0.25,0.454545455,1
ravi kumaravel,kumaravel r,1,0.854824856,0.7991705,0.777056277,7,0,3,0,0,0.9,9,0.333333333,0.538461538,1
vijay nambi,nambi v,1,0.795868323,0.6439103,0.455988456,8,0,4,0,0,0.83,5,0.333333333,0.272727273,1
abdul rahman,abdul rahuman r,1,0.704245976,0.6172522,0.96,3,1,3,1,0,0.89,9,0.25,0.533333333,1
arunkumaar,arunkumar s,1,0.727978653,0.7144849,0.943636364,3,1,1,1,0,0.86,8,0,0.545454545,1
ram balaji,balaji r,1,0.874860203,0.82764506,0.71547619,6,0,2,0,0,0.89,6,0.333333333,0.4,1
bhaarathi,bharathi k,1,0.577451568,0.61420393,0.898240741,3,1,1,0,0,0.84,6,0,0.5,1
chitra elango,elango c,1,0.757469476,0.6184722,0.467948718,9,0,5,0,0,0.86,6,0.333333333,0.307692308,1
kavithaa,g kavitha,1,0.710805719,0.8240669,0.884259259,3,0,1,0,0,0.82,7,0,0.625,1
goppalakrishnan,gopalakrishnan n,1,0.753448306,0.63304085,0.955277778,3,1,1,1,0,0.9,12,0,0.6875,1
akrishna,akrishnan p,1,0.83200353,0.8132714,0.945454545,3,1,3,1,0,0.84,8,0,0.666666667,1
sasi kumar gurunathan,gurunathan s,1,0.765129241,0.73513544,0.557539683,13,0,9,0,0,0.91,10,0.25,0.380952381,1
ramesh hariharan,hariharan r s,1,0.806816575,0.72096,0.753642191,11,0,3,0,0,0.83,9,0.25,0.352941176,1
mohamed anwar hussain,shaik anwar hussain m,1,0.714671266,0.8150592,0.841269841,7,0,0,0,0,0.81,14,0.4,0.461538462,1
ilambharathi,ilambharathy dr,1,0.803147808,0.8614495,0.93,4,1,3,1,0,0.81,11,0,0.642857143,1
indirani,indrani r,1,0.538994525,0.5113994,0.852314815,3,1,1,1,0,0.82,4,0,0.3,1
karthikkeyan,karthikeyan k,1,0.696912335,0.7943151,0.951282051,3,1,1,1,0,0.88,7,0,0.615384615,1
kiruba shankar,kiruba sankar,1,0.887973342,0.6275706,0.985714286,1,1,1,1,0,0.96,8,0.333333333,0.642857143,1
ashok kumar krishnamoorthy,krishnamoorthy k,1,0.842313774,0.6775437,0.725961538,14,0,10,0,0,0.93,14,0.25,0.461538462,1
kiran s kumar,kumar k s,1,0.58356959,0.67004734,0.676841677,9,1,4,0,0,0.88,5,0.5,0.2,1
lakshmi sri,lakshmi s,1,0.835134408,0.8685859,0.963636364,2,1,2,1,0,0.9,9,0.333333333,0.777777778,1
sai mahesh,mahesh s,1,0.775614378,0.6883423,0.808333333,6,0,2,0,0,0.89,6,0.333333333,0.4,1
rani manivannan,manivannan r,1,0.886365339,0.7232953,0.792424242,7,0,3,0,0,0.91,10,0.333333333,0.571428571,1
narendiran,narendran s,1,0.606665564,0.6632106,0.943636364,3,1,1,1,0,0.86,6,0,0.416666667,1
arounkumar,arunkumar d,1,0.518601567,0.67968357,0.924848485,3,1,1,1,0,0.86,7,0,0.416666667,1
nagesh balakrishnan,balakrishnan n s,1,0.788760385,0.8567141,0.703947368,11,0,3,0,0,0.86,12,0.25,0.476190476,1
cholan pennan,p cholan,1,0.670065325,0.7818605,0.661630037,9,0,5,0,0,0.86,6,0.333333333,0.307692308,1
prabakaaran,prabakaran p,1,0.696537927,0.6955323,0.928484848,3,1,1,1,0,0.87,7,0,0.583333333,1
prabhakaran raju,r prabhakaran,1,0.837428344,0.70163196,0.724358974,7,0,3,0,0,0.92,11,0.333333333,0.5625,1
venkadesh prabu,prabhu venkatesh,1,0.473813521,0.9040191,0.597222222,14,0,1,0,0,0.9,5,0,0.285714286,1
niranj rathan,rathan n,1,0.577306933,0.8052434,0.681623932,9,0,5,0,0,0.86,6,0.333333333,0.307692308,1
ravikumar muthu,ravikumar m,1,0.739191447,0.79628897,0.946666667,4,1,4,1,0,0.9,11,0.333333333,0.692307692,1
ravindhran,ravindran s,1,0.543293005,0.7958987,0.943636364,3,1,1,1,0,0.86,6,0,0.416666667,1
prabhakaran raman,r prabhakaran,1,0.872028255,0.65782017,0.709653092,8,0,4,0,0,0.92,11,0.333333333,0.529411765,1
saravana kumar ravi,r saravana kumar,1,0.865850262,0.8611947,0.753435673,7,0,3,0,0,0.93,14,0.5,0.666666667,1
sai sathya,sathya s,1,0.817470829,0.8242572,0.846666667,6,1,2,0,0,0.89,6,0.333333333,0.4,1
senthil kumar mani,senthil m,1,0.78802931,0.5682546,0.9,9,1,9,1,0,0.88,8,0.25,0.352941176,1
shivaraj,sivaraj s,1,0.652075884,0.5455362,0.895833333,3,1,1,1,0,0.82,6,0,0.444444444,1
sundaravel,r soundaravel,1,0.722056562,0.39245898,0.823076923,3,0,3,0,0,0.87,9,0,0.583333333,1
soundari,sundari p,1,0.571498213,0.29981574,0.895833333,3,1,1,1,0,0.82,6,0,0.444444444,1
suma,uma s,1,0.447583749,0.47773463,0.783333333,3,0,1,0,0,0.89,3,0,0.25,1
subha radhakrishnan,radhakrishnan u s,1,0.81394543,0.84975326,0.73505332,10,0,2,0,0,0.89,13,0.25,0.523809524,1
mohammed sathik ali,mohammed sadhiq ali v,1,0.633431416,0.7791548,0.94085213,4,1,2,1,0,0.85,11,0.4,0.44,1
venkataraman raju,venkataraman r,1,0.864202056,0.726797,0.964705882,3,1,3,1,0,0.92,14,0.333333333,0.8,1
sri vidya,vidya s,1,0.802727157,0.75419354,0.502645503,6,0,2,0,0,0.88,5,0.333333333,0.333333333,1
vijayavarman,a vijayavarma,1,0.897352404,0.8212723,0.769425019,3,0,1,0,0,0.88,11,0,0.75,1
mahendiran,mahendran e,1,0.594250683,0.7585539,0.943636364,3,1,1,1,0,0.86,6,0,0.416666667,1
meena kannan,kannan m,1,0.709902194,0.7688546,0.638888889,8,0,4,0,0,0.86,6,0.333333333,0.333333333,1
kumaresan muthu,kumaresan m,1,0.733235933,0.83195573,0.946666667,4,1,4,1,0,0.9,11,0.333333333,0.692307692,1
latha krishnamoorthy,l krishnamoorthy,1,0.877643484,0.86542106,0.8275,4,1,4,0,0,0.93,15,0.333333333,0.684210526,1
venkatesh pyda,p venkatesh,1,0.660942278,0.79700345,0.82034632,7,0,3,0,0,0.9,9,0.333333333,0.5,1
hari prrasad,harri prasad,1,0.47198392,0.4383607,0.961111111,2,1,0,1,1,0.92,5,0,0.538461538,1
priya jayakumar,jayakumar p,1,0.767201515,0.85391265,0.725252525,8,0,4,0,0,0.9,9,0.333333333,0.466666667,1
chinna durai,cinna durai x,1,0.665389682,0.64749867,0.928846154,3,1,1,1,0,0.88,10,0.25,0.615384615,1
jegadheesan,jegadhesan dr,1,0.740166881,0.74232036,0.935664336,4,1,2,1,0,0.83,7,0,0.538461538,1
thiruppathi,thirupathi k,1,0.736107459,0.6762018,0.948484848,3,1,1,1,0,0.87,6,0,0.545454545,1
kanagaraaj,kanagaraj k,1,0.690471016,0.7851705,0.943636364,3,1,1,1,0,0.86,8,0,0.545454545,1
karppagavalli,karpagavalli drb,1,0.680429045,0.77915865,0.934615385,5,1,3,1,0,0.83,9,0,0.5625,1
karthickeyan,karthikeyan s,1,0.611068592,0.69480705,0.952564103,3,1,1,1,0,0.88,6,0,0.5,1
ram karthickeyan,karthikeyan r,1,0.586211875,0.607583,0.752136752,7,0,3,0,0,0.9,6,0,0.388888889,1
thilagavathy,thilakavathy g,1,0.631828928,0.8635046,0.94047619,3,1,2,1,0,0.85,6,0,0.466666667,1
ponnusamy kanjan,k ponnusamy,1,0.847540055,0.7514622,0.793560606,9,0,5,0,0,0.9,9,0.333333333,0.4375,1
nandhakumar,nandakumar v,1,0.550514502,0.42241317,0.948484848,3,1,1,1,0,0.87,6,0,0.461538462,1
gopi saravanan,saravanan g,1,0.711982045,0.7248198,0.707792208,7,0,3,0,0,0.9,9,0.333333333,0.5,1
sai lakshmi,lakshmi s,1,0.845211115,0.77131784,0.791245791,6,0,2,0,0,0.9,7,0.333333333,0.454545455,1
sankar madhu,madhu shankar,1,0.831455877,0.6327519,0.533760684,11,0,1,0,0,0.96,5,0.333333333,0.4,1
manimala,manimalar m,1,0.798856726,0.8348448,0.945454545,3,1,3,1,0,0.84,8,0,0.666666667,1
hemamalini ramu,hemamalini r,1,0.856045228,0.74915975,0.96,3,1,3,1,0,0.91,12,0.333333333,0.769230769,1
rani manonmani,manonmani r,1,0.918715085,0.63835233,0.707792208,7,0,3,0,0,0.9,9,0.333333333,0.636363636,1
magesh d,mahesh dr,1,0.183020015,0.42418793,0.869312169,2,1,1,0,0,0.82,5,0,0.3,0
swetha mayilvahanan,mayilvahanan s,1,0.847539111,0.778485,0.74272219,9,0,5,0,0,0.92,12,0.333333333,0.526315789,1
selvaraja,selvaraj m,1,0.83830501,0.88615143,0.937777778,2,1,1,1,0,0.84,8,0,0.666666667,1
mohamed kassim,kassim m,1,0.764543821,0.677347,0.428571429,10,0,6,0,0,0.86,6,0.333333333,0.285714286,1
nivya sivakumar,n sivakumar,1,0.705127903,0.8680707,0.810909091,4,1,4,0,0,0.9,10,0.333333333,0.571428571,1
dilipkumar,dhilipkumar x,1,0.748968188,0.6833341,0.930769231,3,1,3,1,0,0.87,9,0,0.583333333,1
selvan palani,palani selvam,1,0.81943545,0.91593236,0.597069597,9,0,0,0,0,0.92,6,0.333333333,0.466666667,1
palvannan,paulvannan s,1,0.558426297,0.57335204,0.933333333,3,1,3,1,0,0.86,7,0,0.416666667,1
sarla periyasamy,periyasamy s,1,0.813119081,0.7905315,0.777777778,8,0,4,0,0,0.91,10,0.333333333,0.5,1
preetha sampathkumar,sampathkumar p k,1,0.805356345,0.8032464,0.691666667,12,0,4,0,0,0.86,12,0.25,0.454545455,1
prasannah,prasanna m,1,0.671296808,0.83217597,0.937777778,2,1,1,1,0,0.84,8,0,0.666666667,1
soundarajan,sowndarajan p,1,0.451283115,0.6409915,0.914219114,3,1,2,1,0,0.83,8,0,0.428571429,1
sakthivel prabhu,sakthivel p t,1,0.812714099,0.6811631,0.906730769,5,1,3,1,0,0.82,11,0.25,0.5625,1
vani shivakumar,sivakumar v,1,0.593431369,0.68319386,0.75959596,8,0,4,0,0,0.85,8,0,0.375,1
rajyalakshmi,rajalakshmi d,1,0.58298252,0.570651,0.94465812,3,1,1,1,0,0.88,8,0,0.5,1
rajashekar,t rajasekar,1,0.563788822,0.709365,0.906060606,3,0,1,0,0,0.86,5,0,0.416666667,1
rajeshwar,rajeshwari k,1,0.845669884,0.79567367,0.95,3,1,3,1,0,0.86,9,0,0.7,1
sekar rajasekar,rajasekar s,1,0.902973828,0.85728455,0.78989899,8,0,4,0,0,0.9,9,0.333333333,0.727272727,1
kavin kumar ramasamy,ramasamy k,1,0.723580615,0.7157476,0.54047619,14,0,10,0,0,0.89,8,0.25,0.3,1
mada ramesh,ramesh m,1,0.709766757,0.75236887,0.537878788,7,0,3,0,0,0.86,6,0.333333333,0.363636364,1
sanjay moses,sanjay m,1,0.558317763,0.7748538,0.933333333,4,1,4,1,0,0.86,8,0.333333333,0.6,1
sundar,sundar kumar b,1,0.822431482,0.6095804,0.885714286,8,1,8,1,0,1,6,0.333333333,0.363636364,1
arasu,rasu a,1,0.72226136,0.4641641,0.738888889,3,0,1,0,0,0.91,4,0,0.4,1
prabhu shanmugam,shanmugam r p,1,0.785908036,0.6894275,0.66474359,11,0,3,0,0,0.83,9,0.25,0.388888889,1
lakshmi raju,raja lakshmi,1,0.795487033,0.819962,0.685185185,10,0,0,0,0,0.92,7,0.333333333,0.428571429,1
swaminathan,saminathan d,1,0.710018922,0.6307596,0.922727273,3,1,1,1,0,0.87,9,0,0.583333333,1
vasanth,h vasanth kumar,1,0.834014659,0.6409498,0.679365079,8,0,8,0,0,1,7,0.333333333,0.384615385,1
saranyah,saranya m,1,0.673387241,0.8697628,0.930555556,2,1,1,0,0,0.82,7,0,0.625,1
chitra murugesan,murugesan c,1,0.783521699,0.7242944,0.678030303,9,0,5,0,0,0.9,9,0.333333333,0.4375,1
saravanan muthu,saravanan m,1,0.723853331,0.8390335,0.946666667,4,1,4,1,0,0.9,11,0.333333333,0.692307692,1
natarajan raju,natarajan r,1,0.834908476,0.71437544,0.957142857,3,1,3,1,0,0.9,11,0.333333333,0.818181818,1
selvakumar muthu,selvakumar m,1,0.784017453,0.8279129,0.95,4,1,4,1,0,0.91,12,0.333333333,0.714285714,1
sedhuraman,sethuraman t,1,0.46283445,0.67533076,0.906666667,3,1,2,1,0,0.82,7,0,0.384615385,1
purushothaman,purushotaman x,1,0.69703309,0.6612252,0.956043956,3,1,1,1,0,0.89,8,0,0.533333333,1
sivakumar raju,sivakumar r,1,0.813205473,0.7965646,0.957142857,3,1,3,1,0,0.9,11,0.333333333,0.75,1
shivaraman,sivaraman t,1,0.667628992,0.48286295,0.915454545,3,1,1,1,0,0.86,8,0,0.545454545,1
ashok kumar arumugam,arumugam k,1,0.787779977,0.5408244,0.608333333,14,1,10,0,0,0.89,8,0.25,0.3,1
sreedhara,sreedharan s,1,0.890383109,0.888055,0.95,3,1,3,1,0,0.86,9,0,0.7,1
arun srinivasan,srinivasan a,1,0.838542142,0.7484116,0.794444444,7,0,3,0,0,0.91,10,0.333333333,0.533333333,1
raji srinivasan,srinivasan r,1,0.846886368,0.8254485,0.794444444,7,0,3,0,0,0.91,10,0.333333333,0.533333333,1
simi srinivasan,s srinivasan,1,0.757406672,0.78247786,0.865,3,1,3,0,0,0.91,11,0.333333333,0.642857143,1
bhuvaneshwar,bhuvaneshwari l,1,0.906634721,0.85924184,0.96,3,1,3,1,0,0.89,12,0,0.769230769,1
pradeepaa,s pradeepa,1,0.657689153,0.79747146,0.896296296,3,0,1,0,0,0.84,8,0,0.666666667,1
raju sundararajan,sundararajan r,1,0.879128409,0.7379752,0.74391295,7,0,3,0,0,0.92,12,0.333333333,0.6,1
tara suresh,t suresh,1,0.717470738,0.49223208,0.843181818,3,1,3,0,0,0.86,7,0.333333333,0.5,1
rangalakshmi,rengalakshmi s,1,0.745348765,0.6209628,0.856168831,3,1,2,1,0,0.85,10,0,0.571428571,1
sasidhar parri,sasidhar paari v,1,0.57659687,0.7422793,0.948214286,3,1,2,1,0,0.87,11,0.25,0.529411765,1
kannan swaminathan,swaminathan k,1,0.812424545,0.8581486,0.696581197,9,0,5,0,0,0.92,11,0.333333333,0.588235294,1
thiyagaraajan,p thiyagarajan,1,0.778297427,0.8021394,0.898962149,3,0,1,0,0,0.89,9,0,0.642857143,1
dattatreya murty,tvs dattatreya murthy,1,0.785158818,0.8060574,0.774801587,5,0,5,0,0,0.86,15,0.25,0.65,1
raja ramesh,r ramesh,1,0.79702415,0.7985878,0.880681818,3,1,3,0,0,0.86,7,0.333333333,0.5,1
venkattaramanan,venkataramanan r,1,0.805917831,0.78957665,0.961666667,3,1,1,1,0,0.9,9,0,0.6875,1
vignessh,vignesh g,1,0.687137807,0.828166,0.930555556,3,1,1,1,0,0.82,6,0,0.444444444,1
vignaesh,vignesh c,1,0.472689189,0.6689745,0.930555556,3,1,1,1,0,0.82,4,0,0.3,1
sahana vijaykumar,vijaykumar s,1,0.825151175,0.83507013,0.703060012,9,0,5,0,0,0.91,10,0.333333333,0.470588235,1
raja vijayakumar,r vijaykumar,1,0.465632593,0.74507976,0.8,4,1,4,0,0,0.86,6,0,0.411764706,1
kavi poornima,poornima k,1,0.861783531,0.789341,0.715954416,7,0,3,0,0,0.89,8,0.333333333,0.461538462,1
yogananth,t yoganath,1,0.737234803,0.6336562,0.896296296,3,0,1,0,0,0.84,6,0,0.363636364,1
bala venkatesan,venkatesan b,1,0.867732858,0.7562696,0.731818182,7,0,3,0,0,0.91,10,0.333333333,0.533333333,1
anand kumar gopi,anand g,1,0.528436007,0.6433178,0.8875,9,1,9,1,0,0.83,6,0.25,0.266666667,1
keshavan,s kesavan,1,0.539144915,0.78612816,0.836640212,3,0,1,0,0,0.82,4,0,0.3,1
balasubaramaniyan,balasubramaniyan l,1,0.769341506,0.8600366,0.916013072,3,1,1,1,0,0.91,9,0,0.631578947,1
prem kumar balachandran,balachandran p,1,0.764667823,0.84137625,0.50621118,13,0,9,0,0,0.92,12,0.25,0.434782609,1
arun bharathi,bharathi a,1,0.773613444,0.75345576,0.756410256,7,0,3,0,0,0.89,8,0.333333333,0.461538462,1
chitra natarajan,c natarajan,1,0.723970273,0.7177955,0.824431818,5,1,5,0,0,0.9,10,0.333333333,0.533333333,1
karthikeyen,p karthikayen,1,0.530845966,0.83151007,0.859440559,3,0,2,0,0,0.83,7,0,0.428571429,1
aja chandramohan,chandiramohan,1,0.613393648,0.458168,0.752136752,5,0,3,0,0,0.83,7,0,0.4375,1
chandrikha,chandrika m,1,0.691062114,0.8752992,0.943636364,3,1,1,1,0,0.86,8,0,0.545454545,1
maragatham,maragadham j,1,0.578511416,0.5908545,0.93,3,1,2,1,0,0.82,6,0,0.384615385,1
gowrisankar,gowrishankar nc,1,0.729232791,0.6490427,0.946666667,4,1,4,1,0,0.85,6,0,0.466666667,1
dhivakaran,divakaran r,1,0.630359235,0.67598665,0.915454545,3,1,1,1,0,0.86,8,0,0.545454545,1
